keys,zh_CN
event.budget_crisis.desc,我们的预算和储备金太少了。如果继续这样下去，我们很快就无法维持我们国家的正常工作。
event.budget_crisis.option_0.result,税率和费用已经增长，且服务大众的社会福利项目拨款也随之减少。这个当然是有利于减少赤字的，但是谁喜欢这样啊？
event.budget_crisis.option_0.text,提高税收和削减社会项目
event.budget_crisis.option_1.disabled,我国没有寡头可被榨油水
event.budget_crisis.option_1.result,奢侈品税和富人税已经增长，这使得我们可以在不伤害普通民众的基础上减小赤字。但是寡头们开始利用他们的影响力来向群众哭诉“党是如何掠夺勤劳致富的人”的，而且党内高层也有一些人赞同这一意见。
event.budget_crisis.option_1.text,提高奢侈品税和巨富税
event.budget_crisis.option_2.disabled,没人愿意借钱给我们
event.budget_crisis.option_2.result,我国的外债逐渐攀升，这使得我们能够继续减小我们的赤字，但是这会对我们的国际影响力造成负面结果。而且我们还是要还钱，只不过晚了一会而已........
event.budget_crisis.option_2.text,接受外国贷款
event.budget_crisis.option_3.disabled,我们不能进一步推动私有化
event.budget_crisis.option_3.result,许多国有企业最后变成了私人财产，这使得我国的生活标准下降并使得我们的经济体制开始被慢慢瓦解。但我们的赤字减少了。
event.budget_crisis.option_3.text,加快国有企业私有化
event.budget_crisis.title,我们没有钱，但是你要撑住啊！
event.burmese_socialism.desc,"主席同志，是时候谈谈我们南边的邻居了。看上去和平的曙光即将将出现在“亚洲巴尔干”缅甸的地平线上：政府不仅启动了新一轮特赦，甚至在同民族地方武装的谈判上取得了令人印象深刻的转折。“中国人民的老朋友”，适应东南亚隐士国度国情的“蒋介石”吴奈温将军突访北京，并点名同流亡我国的缅甸共产党领导人德钦巴登顶会面谈判，以实现该国的持久和平。德钦巴登顶是与德钦丹东同期的缅甸共产党（白旗派）领导人，该党自1948年以来便走上了发动游击战争对抗反法西斯人民自由联盟政府，实现国家完全独立的道路。也就在1962年的吴奈温政变后，缅甸共产党更是借机扩大斗争规模，将根据地扩大至缅甸北部各地，形成了多民族统一战线，并以对中国社会主义路线的高度忠诚著称：德钦丹东在根据地开展缅版文化大革命的消息并非秘密，甚至可说是最早响应这一运动的组织。这只会让以毛泽东主席为代表的一代领导层将其作为东南亚革命敲门砖进行运营。
当然，我们也并非那种将鸡蛋全装在一个篮子内的人：考虑到缅甸政府是最早承认我国合法性的非社会主义政权，我们很快便通过正常外交渠道达成了联系，并在和平共处五项原则与防范流亡国民党部队的基础上实现了亚洲新兴民族政权间的合作。吴努与吴奈温政府也就成了可同中国言欢的好酒友。考虑到现任领导人吴奈温性格独特，不拘小节，甚至有打“红色高棉牌”的前科，很显然是想借试探“胞波”关系对亚洲版不结盟运动故事重提……"
event.burmese_socialism.option_0.result,将天鹅、梭子鱼和虾团结起来并非易事，奈温与巴登顶的会谈很快便以失败告终。奈温试图以“苏加诺二世”身份同我国建立统一战线的计划也跟着胎死腹中。显然，我们更愿意和真正的胞波，而非酒肉朋友、同床异梦的蒋介石打交道！巴登顶则对我们的表态持积极态度，接下来就请拭目以待……
event.burmese_socialism.option_0.text,你还记得午门抗缅吗？
event.burmese_socialism.option_1.text,是时候放下旧恨了，我们应该重谈和平共处与历史友谊！
event.burmese_socialism.option_2.disabled,我们在仰光没有信得过的人
event.burmese_socialism.option_2.text,押注革命者与奈温都只是慢性死亡，我们将通过打入主义的方式结束缅甸动荡！
event.burmese_socialism.title,江水下游的胞波
event.cambodian_vietnam_war.desc,越共对印度支那地区的共产主义运动一直存在“老子党”情结——老挝党和早期的柬埔寨党一直都处于越南的控制之下。而高棉劳动党在重建以来一直在执行独立路线，和“听话的”老挝截然不同，这令越南很不高兴——越共一直想恢复对柬埔寨共产党的控制，建立一个统一的社会主义印支。看起来越南的耐心也到头了——最近越南军队对柬埔寨发起了全面侵略，以推翻民主柬埔寨政权，利用包括高棉左翼异见者和流亡的亲越派的柬埔寨民族救亡阵线作为掩盖。考虑到民主柬埔寨一直是我们忠实的盟友，帮助他们是有价值的。
event.cambodian_vietnam_war.option_0.text,我们无能为力
event.cambodian_vietnam_war.option_1.disabled,没人愿意帮助他们
event.cambodian_vietnam_war.option_1.text,支持民主柬埔寨
event.cambodian_vietnam_war.title,柬越战争
event.congress_conspiracy.desc,根据最近得到的信息，几名对你领导不满的资深党员决定将你在下次大会上移除出中央。如果不想重蹈赫鲁晓夫1964年的覆辙的话，你需要马上做些什么。
event.congress_conspiracy.option_0.text,在大会上开始辩论
event.congress_conspiracy.option_1.disabled,特勤部门不会支持我们
event.congress_conspiracy.option_1.text,逮捕那些野心家！
event.congress_conspiracy.option_2.disabled,军方不会支持我们
event.congress_conspiracy.option_2.text,召集忠诚的军官！
event.congress_conspiracy.option_3.disabled,人民已经受够了大鸣大放，你想复辟文革余毒？
event.congress_conspiracy.option_3.text,敬告人民群众！
event.congress_conspiracy.title,阴谋
event.criticize_deng.desc,周恩来的去世严重影响了他的得力助手邓小平的地位，没有前总理的庇护。他现在经常受到以毛泽东夫人江青为首的激进分子的攻击，2月2日，邓小平被调到对外关系领域工作。在毛泽东及其支持者的批准下，他们成功地发起了“批邓反击右倾翻案风”运动，并在媒体上对邓进行了积极的迫害。值得注意的是，尽管毛泽东对邓小平不信任，但他还没有参与到对他的迫害中。既然华国锋和江青或邓小平都没有良好的关系，那我们该怎么办？
event.criticize_deng.option_0.text,什么也别做。让江青与邓小平互相对立
event.criticize_deng.option_1.text,加入对小平的迫害
event.criticize_deng.option_2.text,支持小平
event.criticize_deng.title,批邓反击右倾翻案风
event.death_of_mao.desc,糟糕的事情发生了。9月9日0时10分，在两次心脏病发作后，中国人民的伟大领袖和导师，毛主席去世了，享年83岁。尽管人民和党还在悲伤中，我们需要召集治丧委员会，决定如何送主席最后一程。
event.death_of_mao.option_0.text,按照伟大领袖的既定方针办，并为主席修建一座纪念碑
event.death_of_mao.option_1.text,将毛主席安葬在天安门广场的待建纪念堂内
event.death_of_mao.option_2.text,让治丧委员会决定
event.death_of_mao.title,舵手逝世
event.death_of_tito.desc,1980年1月3日，南斯拉夫社会主义联邦共和国的创始人、长期领导人、南斯拉夫共产主义者联盟中央委员会主席约瑟普·布罗兹·铁托元帅在卢布尔雅那的临床中心住院检查腿部血管。经过两次手术和左腿截肢，他的病情有所好转，但在2月份，铁托患上了肺炎：高烧和胃、肠、肺出血也导致败血症，3月份病情加重。今天走向了终结——贝尔格莱德时间15:05卢布尔雅那临床中心心血管疾病诊所，在他88岁生日的前三天，约瑟普·布罗兹·铁托去世了。葬礼将于5月8日举行，我们需要决定是否有必要派一个代表团去贝尔格莱德，或者他值得哀悼吗？尽管我们在思想上存在分歧，在外交上也存在差距，但铁托是反法西斯战争的英雄之一，给他一个铭记的义务是有道理的。苏联和美国已经宣布，他们将派出官方政府代表团参加葬礼，但美国总统卡特不会去贝尔格莱德…也许主席同志不应该去，而应该派出拥有有限权力的代表团团长姬鹏飞？
